,Id,PreMinedValue,ImageUrl,FullName,Name,Symbol,Algorithm,Url,SortOrder,FullyPremined,ProofType,TotalCoinSupply,TotalCoinsFreeFloat,SmartContractAddress,Sponsored,BuiltOn,CoinName
IMX,58121,N/A,/media/1382891/imx.png,Impact (IMX),IMX,IMX,X11,/coins/imx/overview,1152,0,PoW/PoS,110000000,N/A,N/A,False,N/A,Impact
CJC,58125,N/A,/media/1382887/cjc.png,CryptoJournal (CJC),CJC,CJC,PoS,/coins/cjc/overview,1153,0,PoS,100000000,N/A,N/A,False,N/A,CryptoJournal
QBT,59317,N/A,/media/1382936/qbt.png,Cubits (QBT),QBT,QBT,SHA256,/coins/qbt/overview,1155,0,PoW/PoS,300000000,N/A,N/A,False,N/A,Cubits
SRC*,59966,N/A,/media/1382936/src1.png,StarCredits (SRC*),SRC*,SRC*,N/A,/coins/srcstar/overview,1156,0,N/A,20000000,N/A,N/A,False,7605,StarCredits
EB3,59968,N/A,/media/1382938/eb3.png,EB3coin (EB3),EB3,EB3,Scrypt,/coins/eb3/overview,1157,0,PoW,4000000000,N/A,N/A,False,N/A,EB3coin
XVE,59973,N/A,/media/1382937/xve.png,The Vegan Initiative (XVE),XVE,XVE,PoS,/coins/xve/overview,1158,0,PoS,50000000,N/A,N/A,False,N/A,The Vegan Initiative
FAZZ,60409,N/A,/media/1382944/fazz.png,FazzCoin (FAZZ),FAZZ,FAZZ,PoS,/coins/fazz/overview,1159,0,PoS,N/A,N/A,N/A,False,N/A,FazzCoin
APT,60419,N/A,/media/1382945/apt.png,Aptcoin (APT),APT,APT,Scrypt-n,/coins/apt/overview,1160,0,PoW,42000000,N/A,N/A,False,N/A,Aptcoin
BLAZR,60424,N/A,/media/1382946/blazr.png,BlazerCoin (BLAZR),BLAZR,BLAZR,Scrypt,/coins/blazr/overview,1161,0,PoW,294336000,N/A,N/A,False,N/A,BlazerCoin
ARPA,60618,N/A,/media/1382966/arpa.png,ArpaCoin (ARPA),ARPA,ARPA,SHA256D,/coins/arpa/overview,1162,0,PoW/PoS,N/A,N/A,N/A,False,N/A,ArpaCoin
BNB*,60622,N/A,/media/1382967/bnb.png,Boats and Bitches (BNB*),BNB*,BNB*,X11,/coins/bnbstar/overview,1163,0,PoS,696969,N/A,N/A,False,N/A,Boats and Bitches
UNI,60631,N/A,/media/1382968/uni.png,Universe (UNI),UNI,UNI,Scrypt,/coins/uni/overview,1164,0,PoS,112000000,N/A,N/A,False,N/A,Universe
XLR,61061,N/A,/media/1382994/xlr.png,Solaris (XLR),XLR,XLR,XEVAN,/coins/xlr/overview,1166,0,PoW/PoS,N/A,N/A,N/A,False,N/A,Solaris
DARK,61066,N/A,/media/1382995/dark.png,Dark (DARK),DARK,DARK,SHA256,/coins/dark/overview,1167,0,PoW/PoS,12800000,N/A,N/A,False,N/A,Dark
DON,61073,N/A,/media/1382995/don.png,DonationCoin (DON),DON,DON,Scrypt,/coins/don/overview,1168,0,PoW,90000000,N/A,N/A,False,N/A,DonationCoin
MER,61138,N/A,/media/14913628/mer.png,Mercury (MER),MER,MER,N/A,/coins/mer/overview,1169,1,N/A,100000000,N/A,N/A,False,20131,Mercury
WGO,61667,N/A,/media/1382998/wgo.png,WavesGO (WGO),WGO,WGO,N/A,/coins/wgo/overview,1170,1,N/A,10000000,N/A,N/A,False,20131,WavesGO
ATMOS,61902,N/A,/media/30002333/atmos.jpg,Atmos (ATMOS),ATMOS,ATMOS,PoS,/coins/atmos/overview,1172,0,PoS,110290030,N/A,N/A,False,N/A,Atmos
VISIO,62648,N/A,/media/1383047/visio.png,Visio (VISIO),VISIO,VISIO,X13,/coins/visio/overview,1176,0,PoW/PoS,N/A,N/A,N/A,False,N/A,Visio
HPC,62659,N/A,/media/1383046/hpc.png,HappyCoin (HPC),HPC,HPC,X11,/coins/hpc/overview,1177,0,PoW/PoS,100000000,N/A,N/A,False,N/A,HappyCoin
GOT,63304,N/A,/media/1383079/got.png,Giotto Coin (GOT),GOT,GOT,Scrypt,/coins/got/overview,1178,0,PoW/PoS,233100000,N/A,N/A,False,N/A,Giotto Coin
CXT,63308,N/A,/media/1383080/cxt.png,Coinonat (CXT),CXT,CXT,NIST5,/coins/cxt/overview,1179,0,PoW,48252000,N/A,N/A,False,N/A,Coinonat
EMPC,63312,N/A,/media/1383081/empc.png,EmporiumCoin (EMPC),EMPC,EMPC,X11,/coins/empc/overview,1180,0,PoW/PoS,N/A,N/A,N/A,False,N/A,EmporiumCoin
GNO,66193,N/A,/media/1383083/gnosis-logo.png,Gnosis (GNO),GNO,GNO,N/A,/coins/gno/overview,1181,0,N/A,10000000,N/A,0x6810e776880c02933d47db1b9fc05908e5386b96,False,7605,Gnosis
LGD,66259,N/A,/media/1383085/lgd.png,Legends Cryptocurrency (LGD),LGD,LGD,N/A,/coins/lgd/overview,1182,0,N/A,30000000,N/A,0x59061b6f26BB4A9cE5828A19d35CFD5A4B80F056,False,7605,Legends Cryptocurrency
TAAS,66270,N/A,/media/1383085/taas.png,Token as a Service (TAAS),TAAS,TAAS,N/A,/coins/taas/overview,1183,0,N/A,8146001,N/A,0xe7775a6e9bcf904eb39da2b68c5efb4f9360e08c,False,7605,Token as a Service
BUCKS,66685,N/A,/media/1383089/bucks.png,SwagBucks (BUCKS),BUCKS,BUCKS,Scrypt,/coins/bucks/overview,1184,0,PoW/PoS,N/A,N/A,N/A,False,N/A,SwagBucks
GUP,67096,N/A,/media/1383107/gup.png,Guppy (GUP),GUP,GUP,N/A,/coins/gup/overview,1186,0,N/A,100000000,N/A,0xf7b098298f7c69fc14610bf71d5e02c60792894c,False,7605,Guppy
MCRN,67430,N/A,/media/1383111/mcrn.png,MacronCoin (MCRN),MCRN,MCRN,PoS,/coins/mcrn/overview,1187,0,PoS,400000000,N/A,N/A,False,N/A,MacronCoin
RAIN,67462,N/A,/media/1383114/rain.png,Condensate (RAIN),RAIN,RAIN,X11,/coins/rain/overview,1189,0,PoW/PoS,500000000,N/A,N/A,False,N/A,Condensate
WSX,68084,N/A,/media/1383144/wsx.png,WeAreSatoshi (WSX),WSX,WSX,X11,/coins/wsx/overview,1190,0,PoW/PoS,N/A,N/A,N/A,False,N/A,WeAreSatoshi
IEC,68088,N/A,/media/1383144/wsx.png,IvugeoEvolutionCoin (IEC),IEC,IEC,Scrypt,/coins/iec/overview,1191,0,PoW,100000000,N/A,N/A,False,N/A,IvugeoEvolutionCoin
IMS,68093,N/A,/media/1383145/ims.png,Independent Money System (IMS),IMS,IMS,Scrypt,/coins/ims/overview,1192,0,PoW/PoS,21212121,N/A,N/A,False,N/A,Independent Money System
ARGUS,70352,N/A,/media/1383149/argus.png,ArgusCoin (ARGUS),ARGUS,ARGUS,Scrypt,/coins/argus/overview,1194,0,PoW/PoS,28600000,N/A,N/A,False,N/A,ArgusCoin
CNT,70365,N/A,/media/1383150/cnt.png,Centurion (CNT),CNT,CNT,X11,/coins/cnt/overview,1195,0,PoW/PoS,N/A,N/A,N/A,False,N/A,Centurion
LMC,70469,N/A,/media/1383139/lmc.png,LomoCoin (LMC),LMC,LMC,Scrypt,/coins/lmc/overview,1196,0,PoW/PoS,1000000000,N/A,N/A,False,N/A,LomoCoin
TKN,71077,N/A,/media/1383157/tkn.png,TokenCard   (TKN),TKN,TKN,N/A,/coins/tkn/overview,1197,0,N/A,39406760,N/A,0xaaaf91d9b90df800df4f55c205fd6989c977e73a,False,7605,TokenCard  
BTCS,71321,N/A,/media/1383158/btcs.png,Bitcoin Scrypt (BTCS),BTCS,BTCS,Scrypt,/coins/btcs/overview,1198,0,PoW,21000000,N/A,N/A,False,N/A,Bitcoin Scrypt
XGR,71862,N/A,/media/1383161/xgr.png,GoldReserve (XGR),XGR,XGR,X11,/coins/xgr/overview,1200,0,PoW/PoS,40000000,N/A,N/A,False,N/A,GoldReserve
BENJI,71884,N/A,/media/1383163/benji.png,BenjiRolls (BENJI),BENJI,BENJI,Scrypt,/coins/benji/overview,1202,0,PoW,35520400,N/A,N/A,False,N/A,BenjiRolls
HMQ,72438,N/A,/media/1383174/hmq.png,Humaniq (HMQ),HMQ,HMQ,N/A,/coins/hmq/overview,1203,0,N/A,N/A,N/A,0xcbcc0f036ed4788f63fc0fee32873d6a7487b908,False,7605,Humaniq
BCAP,72955,N/A,/media/1383948/bcap1.png,Blockchain Capital (BCAP),BCAP,BCAP,N/A,/coins/bcap/overview,1204,0,N/A,10000000,N/A,0xff3519eeeea3e76f1f699ccce5e23ee0bdda41ac,False,7605,Blockchain Capital
DUO,73132,N/A,/media/1383196/duo.png,ParallelCoin (DUO),DUO,DUO,Scrypt,/coins/duo/overview,1205,0,PoW,1000000,N/A,N/A,False,N/A,ParallelCoin
RBX,73143,N/A,/media/1383197/rbx.png,RiptoBuX (RBX),RBX,RBX,N/A,/coins/rbx/overview,1206,0,N/A,N/A,N/A,N/A,False,20131,RiptoBuX
APX,74912,N/A,/media/1383235/apx.png,Apx (APX),APX,APX,N/A,/coins/apx/overview,1208,0,N/A,1000000,N/A,N/A,False,28652,Apx
MILO,74924,N/A,/media/1383236/milo.png,MiloCoin (MILO),MILO,MILO,Scrypt,/coins/milo/overview,1209,0,PoW/PoS,N/A,N/A,N/A,False,N/A,MiloCoin
OLV,75285,N/A,/media/1383239/xvs.png,OldV (OLV),OLV,OLV,Scrypt,/coins/olv/overview,1210,0,PoW/PoS,N/A,N/A,N/A,False,N/A,OldV
MRT,75475,N/A,/media/350884/waves_1.png,MinersReward (MRT),MRT,MRT,N/A,/coins/mrt/overview,1212,0,N/A,10000000,N/A,N/A,False,20131,MinersReward
PZM,77306,N/A,/media/1383242/pzm.jpg,Prizm (PZM),PZM,PZM,SHA256,/coins/pzm/overview,1214,0,PoS,600000000000000,N/A,N/A,False,N/A,Prizm
ANT,78152,N/A,/media/1383244/ant.png,Aragon (ANT),ANT,ANT,N/A,/coins/ant/overview,1216,0,N/A,39609524,N/A,0x960b236A07cf122663c4303350609A66A7B288C0,False,7605,Aragon
PUPA,78172,N/A,/media/1383245/pupa.png,PupaCoin (PUPA),PUPA,PUPA,Blake2S,/coins/pupa/overview,1217,0,PoW/PoS,3500000000,N/A,N/A,False,N/A,PupaCoin
RICE,78190,N/A,/media/1383245/rice.png,RiceCoin (RICE),RICE,RICE,X13,/coins/rice/overview,1218,0,PoW/PoS,10000000,N/A,N/A,False,N/A,RiceCoin
XCT,78227,N/A,/media/1383246/xct.png,C-Bits (XCT),XCT,XCT,SHA256,/coins/xct/overview,1219,0,PoW,210000000,N/A,N/A,False,N/A,C-Bits
DEA,79849,N/A,/media/1383264/dea.png,Degas Coin (DEA),DEA,DEA,Scrypt,/coins/dea/overview,1220,0,PoW/PoS,105000000,N/A,N/A,False,N/A,Degas Coin
RED,79864,N/A,/media/1383265/red.png,Redcoin (RED),RED,RED,Scrypt,/coins/red/overview,1221,0,PoW,N/A,N/A,N/A,False,N/A,Redcoin
ZSE,79875,N/A,/media/1383266/zse.png,ZSEcoin (ZSE),ZSE,ZSE,X11,/coins/zse/overview,1222,0,PoW/PoS,2093500000,N/A,N/A,False,N/A,ZSEcoin
TAP,81403,N/A,/media/1383283/tap.png,TappingCoin (TAP),TAP,TAP,X11,/coins/tap/overview,1224,0,PoW/PoS,5000000000,N/A,N/A,False,N/A,TappingCoin
BITOK,81445,N/A,/media/1383282/bitok.jpg,BitOKX (BITOK),BITOK,BITOK,Scrypt,/coins/bitok/overview,1225,0,PoS,N/A,N/A,N/A,False,N/A,BitOKX
PBT,84232,N/A,/media/1383324/pbt.png,Primalbase (PBT),PBT,PBT,N/A,/coins/pbt/overview,1226,0,N/A,1250,N/A,N/A,False,20131,Primalbase
MUU,84247,N/A,/media/1383325/muu.png,MilkCoin (MUU),MUU,MUU,SHA256,/coins/muu/overview,1227,0,PoW/PoS ,4500000000,N/A,N/A,False,N/A,MilkCoin
INF8,84262,N/A,/media/1383326/inf8.png,Infinium-8 (INF8),INF8,INF8,HybridScryptHash256,/coins/inf8/overview,1228,0,PoW,N/A,N/A,N/A,False,N/A,Infinium-8
HTML5,84752,N/A,/media/1383327/html5.png,HTML5 Coin (HTML5),HTML5,HTML5,X15,/coins/html5/overview,1229,0,PoW/PoS,90000000000,N/A,N/A,False,N/A,HTML5 Coin
DICE,89572,N/A,/media/1383361/dice.png,Etheroll (DICE),DICE,DICE,N/A,/coins/dice/overview,1231,0,N/A,7001623,N/A,N/A,False,7605,Etheroll
SUB*,100944,N/A,/media/1383362/sub.png,Subscriptio (SUB*),SUB*,SUB*,PoS,/coins/substar/overview,1232,0,PoS,10000000,N/A,N/A,False,N/A,Subscriptio
USC,100954,N/A,/media/1383363/usc.png,Ultimate Secure Cash (USC),USC,USC,SHA256,/coins/usc/overview,1233,0,PoS,200084200,N/A,N/A,False,N/A,Ultimate Secure Cash
DUX,105206,N/A,/media/1383364/dux.png,DuxCoin (DUX),DUX,DUX,Scrypt,/coins/dux/overview,1234,0,PoW/PoS,1680000000,N/A,N/A,False,N/A,DuxCoin
XPS,105220,N/A,/media/1383365/xps.png,PoisonIvyCoin (XPS),XPS,XPS,Scrypt,/coins/xps/overview,1235,0,PoW/PoS,4666666667,N/A,N/A,False,N/A,PoisonIvyCoin
EQT,105263,N/A,/media/1383366/eqt.png,EquiTrader (EQT),EQT,EQT,Scrypt,/coins/eqt/overview,1236,0,PoW,72000000,N/A,N/A,False,N/A,EquiTrader
INSN,105284,N/A,/media/1383366/insn.png,Insane Coin (INSN),INSN,INSN,X11,/coins/insn/overview,1237,0,PoW/PoS,30000000,N/A,N/A,False,N/A,Insane Coin
F16,108099,N/A,/media/1383372/f16.png,F16Coin (F16),F16,F16,Scrypt,/coins/f16/overview,1240,0,PoW/PoS,N/A,N/A,N/A,False,N/A,F16Coin
HAMS,112363,N/A,/media/1383381/hams.png,HamsterCoin (HAMS),HAMS,HAMS,Scrypt,/coins/hams/overview,1241,0,PoW,20000000,N/A,N/A,False,N/A,HamsterCoin
NEF,112405,N/A,/media/1383383/nef.png,NefariousCoin (NEF),NEF,NEF,Scrypt,/coins/nef/overview,1243,0,PoW/PoS,4835000000,N/A,N/A,False,N/A,NefariousCoin
BOS,116384,N/A,/media/1383521/bos.png,BOScoin (BOS),BOS,BOS,N/A,/coins/bos/overview,1245,0,mFBA,500000000,N/A,N/A,False,N/A,BOScoin
QRL,127667,N/A,/media/34478071/qrl.png,Quantum Resistant Ledger (QRL),QRL,QRL,CryptoNight-V7,/coins/qrl/overview,1248,0,PoW,105000000,N/A,N/A,False,N/A,Quantum Resistant Ledger
ADL,127738,N/A,/media/1383544/adl.png,Adelphoi (ADL),ADL,ADL,N/A,/coins/adl/overview,1249,0,N/A,100000000,N/A,0x660e71483785f66133548B10f6926dC332b06e61,False,7605,Adelphoi
ECC*,129013,N/A,/media/1383546/ecc.png,E-CurrencyCoin (ECC*),ECC*,ECC*,Scrypt,/coins/eccstar/overview,1250,0,PoW/PoS,25000000000,N/A,N/A,False,N/A,E-CurrencyCoin
PTOY,129035,N/A,/media/1383547/ptoy.png,Patientory (PTOY),PTOY,PTOY,N/A,/coins/ptoy/overview,1251,0,N/A,100002000,N/A,0x8ae4bf2c33a8e667de34b54938b0ccd03eb8cc06,False,7605,Patientory
ZRC,129604,N/A,/media/1383548/xzc.png,ZrCoin (ZRC),ZRC,ZRC,N/A,/coins/zrc/overview,1252,0,N/A,4988894,N/A,N/A,False,20131,ZrCoin
LKK,130939,N/A,/media/1383553/lkk.png,Lykke (LKK),LKK,LKK,N/A,/coins/lkk/overview,1253,1,N/A,1285690000,N/A,N/A,False,1182,Lykke
ESP,130951,N/A,/media/14761907/esp.png,Espers (ESP),ESP,ESP,536,/coins/esp/overview,1254,0,PoW/PoS,50000000000,N/A,N/A,False,N/A,Espers
MAD*,131079,N/A,/media/1383556/mad.png,SatoshiMadness (MAD*),MAD*,MAD*,PoS,/coins/madstar/overview,1255,0,PoS,2000000000,N/A,N/A,False,N/A,SatoshiMadness
DYN,131111,N/A,/media/1383557/dyn.png,Dynamic (DYN),DYN,DYN,Argon2,/coins/dyn/overview,1256,0,PoW,44738100,N/A,N/A,False,N/A,Dynamic
SEQ,131112,N/A,/media/1383558/seq.png,Sequence (SEQ),SEQ,SEQ,Scrypt,/coins/seq/overview,1257,0,PoW/PoS,N/A,N/A,N/A,False,N/A,Sequence
MCAP,131154,N/A,/media/1383559/mcap.png,MCAP (MCAP),MCAP,MCAP,N/A,/coins/mcap/overview,1258,0,N/A,100000000,N/A,0x93e682107d1e9defb0b5ee701c71707a4b2e46bc,False,7605,MCAP
MYST,136190,N/A,/media/1383561/myst.png,Mysterium (MYST),MYST,MYST,N/A,/coins/myst/overview,1259,0,N/A,32433366,N/A,0xa645264C5603E96c3b0B078cdab68733794B0A71,False,7605,Mysterium
VERI,136211,N/A,/media/1383562/veri.png,Veritaseum (VERI),VERI,VERI,N/A,/coins/veri/overview,1260,0,N/A,100000000,N/A,0x8f3470A7388c05eE4e7AF3d01D8C722b0FF52374,False,7605,Veritaseum
SNM,136244,N/A,/media/1383564/snm.png,SONM (SNM),SNM,SNM,N/A,/coins/snm/overview,1261,0,N/A,444000000,N/A,0x983f6d60db79ea8ca4eb9968c6aff8cfa04b3c63,False,7605,SONM
SKY,136269,N/A,/media/30001806/sky.png,Skycoin (SKY),SKY,SKY,N/A,/coins/sky/overview,1262,0,N/A,100000000,N/A,N/A,False,N/A,Skycoin
CFI,136984,N/A,/media/1383567/cfi.png,Cofound.it (CFI),CFI,CFI,N/A,/coins/cfi/overview,1263,0,N/A,500000000,N/A,0x12fef5e57bf45873cd9b62e9dbd7bfb99e32d73e,False,7605,Cofound.it
SNT,137013,N/A,/media/1383568/snt.png,Status Network Token (SNT),SNT,SNT,N/A,/coins/snt/overview,1264,0,N/A,6804870175,N/A,0x744d70fdbe2ba4cf95131626614a1763df805b9e,False,7605,Status Network Token
AVT,138642,N/A,/media/1383599/avt.png,AventCoin (AVT),AVT,AVT,N/A,/coins/avt/overview,1265,0,N/A,10000000,N/A,0x0d88ed6e74bbfd96b831231638b66c05571e824f,False,7605,AventCoin
IXT,141171,N/A,/media/1383612/ixt.png,iXledger (IXT),IXT,IXT,N/A,/coins/ixt/overview,1267,0,N/A,65778843.8311,N/A,0xfca47962d45adfdfd1ab2d972315db4ce7ccf094,False,7605,iXledger
DENT,141331,N/A,/media/1383613/dent.png,Dent (DENT),DENT,DENT,N/A,/coins/dent/overview,1268,0,N/A,100000000000,N/A,0x3597bfd533a99c9aa083587b074434e61eb0a258,False,7605,Dent
STA,150519,N/A,/media/1383620/crs.png,Starta (STA),STA,STA,N/A,/coins/sta/overview,1270,0,N/A,N/A,N/A,N/A,False,20131,Starta
TFL,150545,N/A,/media/1383621/tfl.png,True Flip Lottery (TFL),TFL,TFL,N/A,/coins/tfl/overview,1271,0,N/A,8924667.5762055,N/A,0xa7f976c360ebbed4465c2855684d1aae5271efa9,False,7605,True Flip Lottery
EFYT,165555,N/A,/media/1383646/efyt.png,Ergo (EFYT),EFYT,EFYT,N/A,/coins/efyt/overview,1272,0,N/A,150000,N/A,N/A,False,20131,Ergo
XTZ,166390,N/A,/media/1383651/xbt.png,Tezos (XTZ),XTZ,XTZ,N/A,/coins/xtz/overview,1273,0,DPoS,N/A,N/A,N/A,False,N/A,Tezos
NMR,166594,N/A,/media/1383655/nmr.png,Numeraire (NMR),NMR,NMR,N/A,/coins/nmr/overview,1276,0,N/A,2297106,N/A,0x1776e1F26f98b1A5dF9cD347953a26dd3Cb46671,False,7605,Numeraire
QAU,170958,N/A,/media/1383669/qau.png,Quantum (QAU),QAU,QAU,N/A,/coins/qau/overview,1278,0,N/A,246855127,N/A,N/A,False,7605,Quantum
ECOB,171390,N/A,/media/1383670/ecob.png,EcoBit (ECOB),ECOB,ECOB,N/A,/coins/ecob/overview,1279,0,N/A,N/A,N/A,N/A,False,5285,EcoBit
PLBT,171884,N/A,/media/1383671/polybius.png,Polybius (PLBT),PLBT,PLBT,N/A,/coins/plbt/overview,1280,0,N/A,20000000,N/A,0x0affa06e7fbe5bc9a764c979aa66e8256a631f02,False,7605,Polybius
AHT,175611,N/A,/media/1383688/ahc.png,Ahoolee (AHT),AHT,AHT,Ethash,/coins/aht/overview,1283,0,PoW,100000000,N/A,N/A,False,7605,Ahoolee
ATB,175618,N/A,/media/1383689/atb.png,ATB coin (ATB),ATB,ATB,SHA256,/coins/atb/overview,1284,0,PoW,N/A,N/A,N/A,False,N/A,ATB coin
TIX,175671,N/A,/media/1383690/tix.png,Blocktix (TIX),TIX,TIX,N/A,/coins/tix/overview,1285,0,N/A,62500000,N/A,0xea1f346faf023f974eb5adaf088bbcdf02d761f4,False,7605,Blocktix
CHAN,175683,N/A,/media/1383831/chan2.png,ChanCoin (CHAN),CHAN,CHAN,Cloverhash,/coins/chan/overview,1286,0,PoW,30000000,N/A,N/A,False,N/A,ChanCoin
CMP,176004,N/A,/media/1383692/compcoin.png,Compcoin (CMP),CMP,CMP,N/A,/coins/cmp/overview,1287,0,N/A,10000000,N/A,N/A,False,N/A,Compcoin
RVT,176280,N/A,/media/1383694/rvt.png,Rivetz (RVT),RVT,RVT,N/A,/coins/rvt/overview,1288,0,N/A,200000000,N/A,0x3d1ba9be9f66b8ee101911bc36d3fb562eac2244,False,7605,Rivetz
HRB,176336,N/A,/media/1383695/hrb.png,Harbour DAO (HRB),HRB,HRB,N/A,/coins/hrb/overview,1289,0,N/A,19.125,N/A,0x2Bbd2e4dBb0EA3832EfaA9877e061D3eD1F87543,False,N/A,Harbour DAO
NIM,176669,N/A,/media/1383697/net1.png,Nimiq  (NIM),NIM,NIM,N/A,/coins/nim/overview,1290,0,PoW,21000000000,N/A,N/A,False,N/A,Nimiq 
CDT,177139,N/A,/media/1383699/cdt.png,Blox (CDT),CDT,CDT,N/A,/coins/cdt/overview,1292,0,N/A,1000000000,N/A,0x177d39ac676ed1c67a2b268ad7f1e58826e5b0af,False,7605,Blox
ACT,177157,N/A,/media/1383700/act.png,ACT (ACT),ACT,ACT,N/A,/coins/act/overview,1293,0,N/A,10000000000,N/A,N/A,False,7605,ACT
SUR,177462,N/A,/media/1383696/sur.png,Suretly (SUR),SUR,SUR,N/A,/coins/sur/overview,1295,1,N/A,N/A,N/A,0xe120c1ecbfdfea7f0a8f0ee30063491e8c26fedf,False,7605,Suretly
PING,177503,N/A,/media/1383706/ping1.png,CryptoPing (PING),PING,PING,N/A,/coins/ping/overview,1296,0,N/A,10000000,N/A,N/A,False,20131,CryptoPing
MIV,177759,N/A,/media/1383728/miv.png,MakeItViral (MIV),MIV,MIV,Scrypt,/coins/miv/overview,1297,0,PoW/PoS,N/A,N/A,N/A,False,N/A,MakeItViral
BET*,177831,N/A,/media/1383729/bet.png,DAO.casino (BET*),BET*,BET*,N/A,/coins/betstar/overview,1298,0,N/A,167270821,N/A,0x8aa33a7899fcc8ea5fbe6a608a109c3893a1b8b2,False,7605,DAO.casino
SAN,177863,N/A,/media/1383730/san.png,Santiment (SAN),SAN,SAN,N/A,/coins/san/overview,1299,0,N/A,83337000,N/A,0x7c5a0ce9267ed19b22f8cae653f198e3e8daf098,False,7605,Santiment
KIN,177918,N/A,/media/1383731/kin.png,Kin (KIN),KIN,KIN,N/A,/coins/kin/overview,1300,0,N/A,10000000000000,N/A,0x818fc6c2ec5986bc6e2cbf00939d90556ab12ce5,False,7605,Kin
XEL,178861,N/A,/media/1383737/xel.png,Elastic (XEL),XEL,XEL,N/A,/coins/xel/overview,1302,0,PoW,100000000,N/A,N/A,False,N/A,Elastic
NVST,178885,N/A,/media/1383732/nvst.png,NVO (NVST),NVST,NVST,N/A,/coins/nvst/overview,1303,0,N/A,30000000,N/A,N/A,False,5292,NVO
PQT,179077,N/A,/media/1383741/pqt.png,PAquarium (PQT),PQT,PQT,N/A,/coins/pqt/overview,1306,0,N/A,1200000000,N/A,N/A,False,7605,PAquarium
WTT,179109,N/A,/media/1383742/wtt.png,Giga Watt (WTT),WTT,WTT,N/A,/coins/wtt/overview,1307,0,N/A,10800000,N/A,0x84119cb33e8f590d75c2d6ea4e6b0741a7494eda,False,7605,Giga Watt
MTL,179164,N/A,/media/1383743/mtl.png,Metal (MTL),MTL,MTL,N/A,/coins/mtl/overview,1308,0,PoPP,66588888,N/A,0xF433089366899D83a9f26A773D59ec7eCF30355e,False,7605,Metal
MYB,179345,N/A,/media/33187817/myb.jpg,MyBit (MYB),MYB,MYB,N/A,/coins/myb/overview,1310,0,N/A,5000000,N/A,0x94298f1e0ab2dfad6eeffb1426846a3c29d98090,False,7605,MyBit
PPT,179896,N/A,/media/1383747/ppt.png,Populous (PPT),PPT,PPT,N/A,/coins/ppt/overview,1311,0,N/A,53252246,N/A,0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a,False,7605,Populous
STAR,179947,N/A,/media/1383750/star1.png,Starbase (STAR),STAR,STAR,N/A,/coins/star/overview,1314,0,N/A,1000000000,N/A,0xc2aee47f7a463d73dc6acd0308e013c2153978d0,False,7605,Starbase
COR,179980,N/A,/media/1383753/cor.png,Corion (COR),COR,COR,N/A,/coins/cor/overview,1316,0,N/A,N/A,N/A,N/A,False,5324,Corion
OROC,180001,N/A,/media/1383755/oroc.png,Orocrypt (OROC),OROC,OROC,N/A,/coins/oroc/overview,1318,0,N/A,?1112000,N/A,N/A,False,7605,Orocrypt
OAX,180013,N/A,/media/1383756/oax.png,OpenANX (OAX),OAX,OAX,N/A,/coins/oax/overview,1319,1,N/A,100000000,N/A,0x701c244b988a513c945973defa05de933b23fe1d,False,7605,OpenANX
MBI,180539,N/A,/media/1383759/mbi.png,Monster Byte Inc (MBI),MBI,MBI,N/A,/coins/mbi/overview,1320,0,N/A,40000000,N/A,N/A,False,20131,Monster Byte Inc
DDF,180595,N/A,/media/1383760/ddf.png,Digital Developers Fund (DDF),DDF,DDF,N/A,/coins/ddf/overview,1321,0,N/A,250000000,N/A,0xcc4ef9eeaf656ac1a2ab886743e98e97e090ed38,False,7605,Digital Developers Fund
DIM,180678,N/A,/media/1383761/dim.png,DIMCOIN (DIM),DIM,DIM,N/A,/coins/dim/overview,1322,0,N/A,9000000000,N/A,N/A,False,5285,DIMCOIN
GGS,180716,N/A,/media/1383762/ggs.png,Gilgam (GGS),GGS,GGS,N/A,/coins/ggs/overview,1323,0,N/A,30769113,N/A,0x68db10ecc599d9f5e657acdafdbf6449d658bb2d,False,7605,Gilgam
DNA,180804,N/A,/media/34155600/encrypgen-exchange-icon-300.png,EncrypGen (DNA),DNA,DNA,N/A,/coins/dna/overview,1324,0,N/A,75000000,N/A,0x82b0e50478eeafde392d45d1259ed1071b6fda81,False,7605,EncrypGen
FYN,180820,N/A,/media/1383764/fyn.png,FundYourselfNow (FYN),FYN,FYN,N/A,/coins/fyn/overview,1325,0,N/A,12500000,N/A,0x88FCFBc22C6d3dBaa25aF478C578978339BDe77a,False,7605,FundYourselfNow
FND,180840,N/A,/media/1383765/fnd.png,FundRequest (FND),FND,FND,N/A,/coins/fnd/overview,1326,0,N/A,98611463.810279186741859,N/A,0x4df47b4969b2911c966506e3592c41389493953b,False,7605,FundRequest
DCY,181373,N/A,/media/1383767/dcy.png,Dinastycoin (DCY),DCY,DCY,CryptoNight,/coins/dcy/overview,1327,0,PoW,2000000000,N/A,N/A,False,N/A,Dinastycoin
CFT,182258,N/A,/media/1383769/cft.png,CryptoForecast (CFT),CFT,CFT,N/A,/coins/cft/overview,1328,0,N/A,50000000,N/A,N/A,False,22441,CryptoForecast
DNR,182288,N/A,/media/1383770/dnr.png,Denarius (DNR),DNR,DNR,NIST5,/coins/dnr/overview,1329,0,PoW/PoS,10000000,N/A,N/A,False,N/A,Denarius
